brand,model,year,km,fuel_type,transmission,listed_price
Citroen,Citroen C-Elysée 1.6 HDi Feel,2017,175000,Dizel,Manuel,619000
Volkswagen,Volkswagen Golf 1.6 Trendline,2012,82000,Benzin,Manuel,1040000
Fiat,Fiat Linea 1.3 Multijet Active,2014,182000,Dizel,Manuel,585000
Audi,Audi A4 Sedan 1.6,1997,282000,Benzin,Manuel,349999
Renault,Renault Clio 1.0 TCe Touch,2023,82000,Benzin,Manuel,1185000
Renault,Renault Megane 1.3 TCe Touch,2021,53000,Dizel,Manuel,1350000
Mercedes,Mercedes - Benz C 180 Kompressor BlueEfficiency Avantgarde,2010,404000,Benzin,Manuel,1050000
Renault,Renault Laguna 2.0 Privilege,2002,332000,Benzin,Manuel,335000
Peugeot,Peugeot 508 1.5 BlueHDI Allure,2020,135000,Dizel,Manuel,1420000
Skoda,Skoda Fabia 1.4 TDI Comfort,2006,319000,Dizel,Manuel,355000
BMW,BMW 3 Serisi 320d xDrive Techno Plus,2013,344000,Benzin,Manuel,1145000
Hyundai,Hyundai Accent Blue 1.4 CVVT Mode,2012,259000,Benzin,Manuel,660000
Volkswagen,Volkswagen Polo 1.4 Basicline,2004,229500,Benzin,Manuel,470000
Hyundai,Hyundai Accent Blue 1.6 CRDI Mode Plus,2012,250000,Dizel,Manuel,750000
Opel,Opel Corsa-e GS,2025,6169,Benzin,Manuel,1500000
Ford,Ford Focus 1.6 TDCi Titanium,2016,260000,Dizel,Manuel,925000
Volkswagen,Volkswagen Passat 1.5 TSi Elegance,2022,150000,Dizel,Manuel,2250000
Citroen,Citroen e-C3 Plus,2025,0,Benzin,Manuel,1420000
Ford,Ford Focus 1.5 Ti-VCT Titanium,2023,37000,Dizel,Manuel,1625000
Hyundai,Hyundai i30 1.6 CRDi Elite,2015,170000,Dizel,Manuel,1045000
BMW,BMW 4 Serisi 420d Gran Coupe M Sport,2015,221000,Benzin,Manuel,1815000
Seat,Seat Leon 1.4 TSI Style,2008,300000,Benzin,Manuel,399750
Fiat,Fiat Egea 1.3 Multijet Easy,2018,220000,Dizel,Manuel,600000
Volvo,Volvo S60 1.5 T3 Advance,2016,167000,Dizel,Manuel,1145000
Volkswagen,Volkswagen Passat 2.0 TDi BlueMotion Elegance,2020,213000,Dizel,Manuel,2050000
Hyundai,Hyundai Accent Blue 1.4 CVVT Mode Plus,2013,46000,Benzin,Manuel,895000
Renault,Renault Megane 1.5 dCi Icon,2017,290000,Dizel,Manuel,919000
Honda,Honda Civic 1.6i VTEC ES,2005,380000,Benzin,Manuel,550000
Fiat,Fiat Linea 1.3 Multijet Pop,2015,270000,Dizel,Manuel,530000
Renault,Renault Megane 1.6 Privilege,2007,323000,Benzin,Manuel,365000
Volkswagen,Volkswagen Golf 1.5 TSi Comfortline,2020,185000,Dizel,Manuel,1330000
Hyundai,Hyundai i10 1.0 D-CVVT Jump,2017,115000,Benzin,Manuel,874750
Audi,Audi A3 Sportback 1.6 Attraction,2011,172000,Benzin,Manuel,765000
Honda,Honda Accord 2.0 Executive,2011,198000,Benzin,Manuel,1195000
Volkswagen,Volkswagen Polo 1.4 Cross,2008,180000,Benzin,Manuel,429000
Seat,Seat Leon 1.5 eHybrid FR,2025,6161,Dizel,Manuel,2195000
Skoda,Skoda SuperB 1.6 TDI Prestige,2019,192000,Dizel,Manuel,1575000
Seat,Seat Leon 1.2 TSI Style,2016,162000,Benzin,Manuel,1135000
Hyundai,Hyundai i20 1.0 T-GDI Jump,2025,23000,Benzin,Manuel,1274900
BMW,BMW 6 Serisi 640d xDrive M Sport,2015,315000,Benzin,Manuel,2669000
Volkswagen,Volkswagen Jetta 1.6 TDi Comfortline,2011,290000,Dizel,Manuel,615000
Toyota,Toyota Corolla 1.6 Terra,2004,149500,Benzin,Manuel,715000
Hyundai,Hyundai i20 1.2 MPI Jump,2019,177500,Benzin,Manuel,785000
Citroen,Citroen C-Elysée 1.5 BlueHDI Feel,2022,82700,Dizel,Manuel,804900
Toyota,Toyota Corolla 1.4 D-4D Touch,2017,239900,Dizel,Manuel,1050000
Renault,Renault Megane 1.3 TCe Joy,2021,140000,Dizel,Manuel,1199000
Audi,Audi A6 Sedan 2.0 TDI Quattro,2016,338000,Dizel,Manuel,2025000
Citroen,Citroen C3 1.2 PureTech Live,2016,116000,Benzin,Manuel,675000
Hyundai,Hyundai i30 1.6 CRDi Elite Plus,2017,188000,Dizel,Manuel,899000
Mercedes,Mercedes - Benz E 180 Style,2016,258000,Benzin,Manuel,1750000
Audi,Audi A4 Sedan 1.4 TFSI Dynamic,2016,293000,Benzin,Manuel,1470000
Volkswagen,Volkswagen Polo 1.4 TDi Comfortline,2017,130000,Dizel,Manuel,975000
BMW,BMW 3 Serisi 320i M Sport,2021,81900,Benzin,Manuel,2995000
BMW,BMW 5 Serisi 520i Standart,1997,370000,Benzin,Manuel,437000
Tesla,Tesla Model Y Long Range AWD,2026,6001,Benzin,Manuel,3860000
Renault,Renault Symbol 1.5 dCi Joy,2013,238000,Dizel,Manuel,538000
Mercedes,Mercedes - Benz E 200 Avantgarde,2016,262500,Benzin,Manuel,2300000
Fiat,Fiat Egea 1.4 Fire Urban,2022,80000,Benzin,Manuel,910000
Renault,Renault Clio 1.5 dCi Joy,2013,213000,Dizel,Manuel,675000
Renault,Renault Talisman 1.6 dCi Touch,2016,278000,Dizel,Manuel,930000
Renault,Renault Megane 1.5 Blue DCI Icon,2025,21500,Dizel,Manuel,1590000
Audi,Audi A3 Sedan 35 TFSI Advanced,2024,19500,Benzin,Manuel,2650000
Fiat,Fiat Tempra 1.6 SX A,1995,300000,Benzin,Manuel,175000
Renault,Renault R 19 1.6 Europa RNE,2000,111111,Benzin,Manuel,280000
Fiat,Fiat Punto 1.4 Pop S&S,2012,168000,Benzin,Manuel,479500
Audi,Audi A3 Sedan 1.6 TDI Ambition,2014,189500,Dizel,Manuel,1050000
Mercedes,Mercedes - Benz 300 SEL,1993,334000,Benzin,Manuel,890000
Citroen,Citroen C4 X 1.2 PureTech Shine,2023,143000,Benzin,Manuel,1319950
Citroen,Citroen C4 X 1.2 PureTech Shine,2023,123000,Benzin,Manuel,1329950
BMW,BMW 5 Serisi 520i Premium,2015,160000,Benzin,Manuel,2127500
Volkswagen,Volkswagen Polo 1.0 TSi Life,2023,52000,Benzin,Manuel,1405000
Renault,Renault Symbol 1.5 dCi Authentique,2011,380000,Dizel,Manuel,395000
Fiat,Fiat Egea 1.3 Multijet Easy,2021,93735,Dizel,Manuel,760000
Volkswagen,Volkswagen Passat 1.5 TSi Impression,2019,112000,Dizel,Manuel,1739000
BMW,BMW 4 Serisi 418i Gran Coupe M Sport,2016,74589,Benzin,Manuel,2075000
Volkswagen,Volkswagen Polo 1.4 Comfortline,2008,147000,Benzin,Manuel,696000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2022,66000,Dizel,Manuel,2165000
Renault,Renault Megane 1.3 TCe Touch,2023,107236,Dizel,Manuel,1425000
Renault,Renault Megane 1.6 Dynamique,2004,330000,Dizel,Manuel,390000
Renault,Renault Clio 1.0 TCe Equilibre,2024,53000,Benzin,Manuel,1120000
Peugeot,Peugeot 301 1.6 BlueHDI Active,2018,199500,Dizel,Manuel,720000
Renault,Renault Talisman 1.6 dCi Icon,2016,76000,Dizel,Manuel,1595000
Opel,Opel Corsa 1.4 Design,2016,67700,Benzin,Manuel,715000
Audi,Audi A3 Sedan 1.6 TDI Ambiente,2014,340000,Dizel,Manuel,1149000
Peugeot,Peugeot 206 1.4 X-Line,2003,259000,Benzin,Manuel,279999
Renault,Renault Clio 1.5 dCi Joy,2017,182500,Dizel,Manuel,775000
Opel,Opel Insignia 1.5 d Edition,2021,93000,Dizel,Manuel,1515000
Mini,Mini Cooper 1.6 Türkiye Paketi,2010,124000,Benzin,Manuel,955000
BMW,BMW 3 Serisi 320i ED Techno Plus,2013,165000,Benzin,Manuel,1450000
Opel,Opel Corsa 1.3 CDTI Essentia,2013,193000,Dizel,Manuel,650000
Opel,Opel Astra 1.2 T GS,2025,15000,Benzin,Manuel,1945000
Renault,Renault Fluence 1.5 dCi Dynamique,2012,352000,Dizel,Manuel,525000
Fiat,Fiat Egea 1.3 Multijet Easy,2021,150000,Dizel,Manuel,765000
Renault,Renault Megane 1.3 TCe Icon,2024,79000,Dizel,Manuel,1615000
Kia,Kia Ceed 1.6 CRDi Concept Plus,2017,107000,Dizel,Manuel,1122500
Dacia,Dacia Sandero 1.5 dCi Stepway Style,2018,88000,Dizel,Manuel,1049500
Renault,Renault Megane 1.5 dCi Touch,2017,187000,Dizel,Manuel,1140000
Volkswagen,Volkswagen Jetta 1.6 TDi Comfortline,2015,255000,Dizel,Manuel,995000
Fiat,Fiat Egea 1.6 Multijet Lounge,2022,107000,Dizel,Manuel,1295000
Fiat,Fiat Egea 1.6 Multijet Easy,2022,37000,Dizel,Manuel,1199000
BMW,BMW 5 Serisi 520i Premium,2015,150000,Benzin,Manuel,1925000
Opel,Opel Corsa 1.2 Twinport Essentia,2013,80000,Benzin,Manuel,595000
Audi,Audi A6 Sedan 2.0 TDI,2014,300000,Dizel,Manuel,1395000
BMW,BMW 2 Serisi 216d Gran Coupe First Edition Sport Line,2020,125000,Benzin,Manuel,1820000
Audi,Audi A4 Sedan 40 TDI Quattro Advanced,2023,93000,Dizel,Manuel,2980000
Renault,Renault Clio 1.0 TCe Evolution,2025,14800,Benzin,Manuel,1399000
Hyundai,Hyundai Accent Era 1.4 Team,2010,250000,Benzin,Manuel,450000
Volkswagen,Volkswagen Polo 1.0 TSi Highline,2018,134500,Benzin,Manuel,1235000
Fiat,Fiat Egea 1.3 Multijet Urban,2021,100000,Dizel,Manuel,900000
Hyundai,Hyundai Accent 1.5 GLS,2000,253000,Dizel,Manuel,374900
Fiat,Fiat Egea 1.4 Fire Urban,2023,65000,Benzin,Manuel,949000
BMW,BMW 3 Serisi 320i ED Luxury Line Plus,2014,196000,Benzin,Manuel,1390000
Fiat,Fiat Linea 1.4 Fire Active Plus,2011,300000,Benzin,Manuel,450000
Renault,Renault Fluence 1.5 dCi Touch,2016,149000,Dizel,Manuel,825000
Renault,Renault Megane 1.5 Blue DCI Touch,2020,166000,Dizel,Manuel,1295000
Citroen,Citroen C-Elysée 1.6 HDi Live,2017,258500,Dizel,Manuel,617500
Citroen,Citroen C4 1.6 HDi Easy,2015,263500,Dizel,Manuel,617500
Volkswagen,Volkswagen Polo 1.4 Comfortline,2013,183000,Benzin,Manuel,798000
Renault,Renault Clio 1.5 dCi Joy,2018,240000,Dizel,Manuel,620000
Audi,Audi A3 Sportback 1.6 Ambiente,2004,244500,Benzin,Manuel,459000
Renault,Renault Clio 1.5 dCi Joy,2018,193000,Dizel,Manuel,775000
Ford,Ford Focus 1.6 TDCi Trend,2007,296000,Dizel,Manuel,475000
Opel,Opel Astra 1.6 GL,1999,360000,Benzin,Manuel,355000
BMW,BMW 3 Serisi 316i Comfort,2012,123500,Benzin,Manuel,1070000
Ford,Ford Focus 1.6 SCTi Titanium,2011,135000,Benzin,Manuel,833000
Toyota,Toyota Corolla 1.6 XL,1991,430000,Benzin,Manuel,220000
Volkswagen,Volkswagen Polo 1.6 TDi Comfortline,2012,235355,Dizel,Manuel,640000
Volkswagen,Volkswagen Polo 1.2 TSi Comfortline,2017,160000,Benzin,Manuel,855000
Seat,Seat Leon 1.0 EcoTSI Ecomotive Style,2020,160000,Benzin,Manuel,1019000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2015,99950,Dizel,Manuel,1680000
Skoda,Skoda Octavia 1.6 TDI Style,2017,130000,Dizel,Manuel,1619000
Volkswagen,Volkswagen Polo 1.6,2000,357000,Benzin,Manuel,325000
Opel,Opel Corsa 1.3 CDTI Essentia,2006,320000,Dizel,Manuel,319500
Toyota,Toyota Auris 1.6 Comfort,2008,367000,Benzin,Manuel,560000
Hyundai,Hyundai i20 1.4 CVVT Jump,2012,154000,Benzin,Manuel,810000
Volkswagen,Volkswagen Polo 1.0 TSi Life,2024,16000,Benzin,Manuel,1450000
Hyundai,Hyundai Elantra 1.6 MPI Elite Plus,2019,130000,Benzin,Manuel,1180000
Mercedes,Mercedes - Benz E 250 CDI Elite Avantgarde,2013,162000,Benzin,Manuel,2499900
Dacia,Dacia Sandero 1.5 dCi Stepway,2016,191000,Dizel,Manuel,790000
Citroen,Citroen C-Elysée 1.5 BlueHDI Feel,2020,188000,Dizel,Manuel,770000
Toyota,Toyota Yaris 1.0 Vision,2022,68463,Benzin,Manuel,899000
Ford,Ford Fiesta 1.4 TDCi Titanium,2012,215000,Dizel,Manuel,580000
BMW,BMW 1 Serisi 116d Joy,2016,186500,Benzin,Manuel,1120000
BMW,BMW 3 Serisi 320i Luxury Line,2015,182000,Benzin,Manuel,1730000
Renault,Renault Megane 1.5 dCi Touch Plus,2019,115000,Dizel,Manuel,1395000
Volkswagen,Volkswagen Jetta 1.9 TDi Midline,2007,291000,Dizel,Manuel,470000
Renault,Renault Symbol 1.2 Joy,2013,256000,Benzin,Manuel,445000
Volkswagen,Volkswagen Jetta 1.6 TDi Comfortline,2015,250000,Dizel,Manuel,1155000
Volkswagen,Volkswagen Golf 1.2 TSi Comfortline,2015,164000,Benzin,Manuel,1175000
Toyota,Toyota Corolla 1.33 Life,2017,133000,Dizel,Manuel,965000
BMW,BMW 5 Serisi 520d M Sport,2011,380000,Benzin,Manuel,1500000
Mercedes,Mercedes - Benz E 180 Premium,2013,187000,Benzin,Manuel,2354900
Volkswagen,Volkswagen Polo 1.0 TSi Life,2023,48300,Benzin,Manuel,1610000
Renault,Renault Clio 1.0 TCe Touch,2020,103200,Benzin,Manuel,1105000
Fiat,Fiat Linea 1.3 Multijet Active Plus,2013,224500,Dizel,Manuel,550000
Volkswagen,Volkswagen Passat 1.6 Trendline,2009,185000,Benzin,Manuel,975000
Volkswagen,Volkswagen Passat 1.5 TSi R Line,2021,105000,Dizel,Manuel,2700000
Skoda,Skoda Octavia 1.5 Mhev Premium,2025,50000,Dizel,Manuel,2150000
Volkswagen,Volkswagen Golf 1.6 TDi BlueMotion Comfortline,2015,105000,Dizel,Manuel,1300000
Renault,Renault Megane 1.5 dCi Touch,2018,198500,Dizel,Manuel,1000000
Skoda,Skoda Octavia 1.6 TDI Optimal,2017,165000,Dizel,Manuel,1169000
Volkswagen,Volkswagen Passat 1.4 TSi BlueMotion Comfortline,2011,190000,Benzin,Manuel,1120000
Toyota,Toyota Auris 1.4 D-4D Advance Skypack,2013,213000,Dizel,Manuel,865000
Skoda,Skoda Fabia 1.2 TSI Style,2016,154000,Benzin,Manuel,955000
Fiat,Fiat Egea 1.6 Multijet Easy,2022,102000,Dizel,Manuel,1070000
Volkswagen,Volkswagen Beetle 1.2 TSi Design,2017,109300,Benzin,Manuel,1335000
Renault,Renault Fluence 1.5 dCi Touch,2015,192000,Dizel,Manuel,839000
Toyota,Toyota Corolla 1.33 Life,2017,125000,Dizel,Manuel,975000
Renault,Renault Clio 1.0 TCe Equilibre,2023,48000,Benzin,Manuel,1240000
Renault,Renault Megane 1.5 Blue DCI Touch,2019,208500,Dizel,Manuel,1190000
Renault,Renault Clio 1.0 TCe Equilibre,2023,39000,Benzin,Manuel,1285000
Renault,Renault R 9 1.4 Broadway RNi,1998,358000,Benzin,Manuel,215000
Peugeot,Peugeot 308 1.2 PureTech GT,2024,34000,Benzin,Manuel,1855000
Peugeot,Peugeot 308 1.2 PureTech Style Tech,2021,63000,Benzin,Manuel,1279000
Opel,Opel Corsa 1.2 Essential,2020,42000,Benzin,Manuel,905000
Opel,Opel Corsa 1.2 Essentia,2015,123500,Benzin,Manuel,649500
Opel,Opel Astra 1.6 Edition Plus,2017,106000,Benzin,Manuel,920000
Hyundai,Hyundai Accent Era 1.5 CRDi-VGT Team,2010,256000,Dizel,Manuel,469000
Peugeot,Peugeot 208 1.4 HDi Active,2015,180000,Dizel,Manuel,650000
Fiat,Fiat Egea 1.3 Multijet Easy,2022,184000,Dizel,Manuel,840000
Hyundai,Hyundai i20 1.4 MPI Style,2018,34000,Benzin,Manuel,1137000
Hyundai,Hyundai i20 1.4 MPI Style,2021,104000,Benzin,Manuel,1089000
Fiat,Fiat Punto 1.4 Popstar S&S,2016,146551,Benzin,Manuel,637500
Opel,Opel Astra 1.4 T Edition Plus,2019,102000,Benzin,Manuel,964999
Hyundai,Hyundai i20 1.4 MPI Jump,2023,125000,Benzin,Manuel,1114900
Hyundai,Hyundai Accent Era 1.5 CRDi-VGT Eco,2010,282000,Dizel,Manuel,417500
Skoda,Skoda Fabia 1.0 TSI Premium,2021,32500,Benzin,Manuel,1295000
Toyota,Toyota Yaris 1.33 Cool,2012,138500,Dizel,Manuel,775000
Mercedes,Mercedes - Benz E 180 Avantgarde,2017,183500,Benzin,Manuel,2780000
Fiat,Fiat Siena 1.6 HL,1999,131000,Benzin,Manuel,299000
Honda,Honda Civic 1.5 i-VTEC Executive Plus,2023,112700,Dizel,Manuel,1930000
Honda,Honda City 1.5 i-VTEC Executive,2022,45000,Dizel,Manuel,1279000
Hyundai,Hyundai i20 1.0 T-GDI Jump,2024,23000,Benzin,Manuel,1285000
Ford,Ford Fiesta 1.4 Titanium,2011,59000,Benzin,Manuel,850000
Opel,Opel Astra 1.6 Enjoy 111.Yıl,2011,254500,Benzin,Manuel,615000
Fiat,Fiat Egea 1.3 Multijet Easy,2017,305000,Dizel,Manuel,515000
Fiat,Fiat Linea 1.3 Multijet Pop,2015,230000,Dizel,Manuel,475000
Dacia,Dacia Sandero 1.5 dCi Stepway,2017,75000,Dizel,Manuel,995000
Renault,Renault Symbol 1.5 dCi Joy,2016,127000,Dizel,Manuel,719900
Citroen,Citroen C4 1.6 BlueHDi Confort,2016,159000,Dizel,Manuel,950000
BMW,BMW 5 Serisi 520d Standart,2008,402000,Benzin,Manuel,709850
Volkswagen,Volkswagen VW CC 1.4 TSi Exclusive,2014,159000,Benzin,Manuel,1250000
Hyundai,Hyundai i30 1.6 CRDi Style,2012,196000,Dizel,Manuel,865000
Audi,Audi A5 Coupe 2.0 TFSI Quattro,2011,204000,Benzin,Manuel,1485000
Dacia,Dacia Lodgy 1.5 dCi Laureate,2016,283500,Dizel,Manuel,549000
Mercedes,Mercedes - Benz C 200 D AMG,2018,173000,Dizel,Manuel,2375000
Opel,Opel Corsa 1.2 T Elegance,2022,39000,Benzin,Manuel,1175000
Toyota,Toyota Auris 1.6 Advance Skypack,2014,114000,Benzin,Manuel,1269900
Peugeot,Peugeot 208 1.6 HDi Allure,2012,166500,Dizel,Manuel,735000
Volkswagen,Volkswagen Scirocco 1.4 TSi Sportline,2015,183000,Benzin,Manuel,1350000
Mercedes,Mercedes - Benz C 200 D Comfort,2016,261000,Dizel,Manuel,1550000
Renault,Renault Clio 1.5 dCi Joy,2018,182000,Dizel,Manuel,785000
Skoda,Skoda Rapid 1.6 TDI GreenTec Style,2016,135000,Dizel,Manuel,810000
Renault,Renault Megane 1.5 dCi Touch,2019,190000,Dizel,Manuel,1210000
Peugeot,Peugeot 206 1.4 Fever,2007,128000,Benzin,Manuel,385000
Renault,Renault Fluence 1.5 dCi Joy,2013,221000,Dizel,Manuel,725000
Renault,Renault Clio 0.9 TCe Joy,2020,106000,Benzin,Manuel,817000
Peugeot,Peugeot 407 2.0 Executive,2005,420000,Benzin,Manuel,585000
Renault,Renault Megane 1.6 Joy,2013,177000,Benzin,Manuel,795000
Opel,Opel Corsa 1.2 T Elegance,2020,151000,Benzin,Manuel,1050000
Opel,Opel Astra 1.3 CDTI Edition,2013,172000,Dizel,Manuel,715000
Renault,Renault Clio 1.5 dCi Joy,2017,180000,Dizel,Manuel,849000
Renault,Renault Megane 1.3 TCe Icon,2025,15000,Dizel,Manuel,1820000
Volkswagen,Volkswagen Golf 1.4 TSi Midline,2008,198000,Benzin,Manuel,785000
Fiat,Fiat Linea 1.3 Multijet Active Plus,2014,309000,Dizel,Manuel,445000
Renault,Renault Symbol 1.2 Authentique Edition,2012,210000,Benzin,Manuel,430000
Hyundai,Hyundai Getz 1.3 GLS,2005,138000,Dizel,Manuel,655000
Renault,Renault Symbol 1.5 dCi Joy,2018,150000,Dizel,Manuel,820000
Volkswagen,Volkswagen Passat 1.4 TSi Comfortline,2011,230000,Benzin,Manuel,825000
Renault,Renault Megane 1.5 dCi Extreme,2008,248000,Dizel,Manuel,495000
Volkswagen,Volkswagen Golf 1.2 TSi Comfortline,2016,139000,Benzin,Manuel,1275000
Renault,Renault Clio 1.5 dCi Joy,2016,183000,Dizel,Manuel,700000
Renault,Renault Clio 1.0 TCe Equilibre,2023,94000,Benzin,Manuel,1185000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2016,224000,Dizel,Manuel,1405000
Renault,Renault Clio 1.0 TCe Techno Esprit Alpine,2025,6999,Benzin,Manuel,1490000
Renault,Renault Megane 1.5 dCi Joy,2017,208000,Dizel,Manuel,1075000
Fiat,Fiat Linea 1.3 Multijet Pop,2013,189750,Dizel,Manuel,567500
Fiat,Fiat Palio 1.2 EL,2002,335000,Benzin,Manuel,285000
Skoda,Skoda Octavia 1.0 e-Tec Premium,2023,30000,Benzin,Manuel,1782000
BMW,BMW 3 Serisi 320d M Sport,2014,230000,Benzin,Manuel,1464999
Hyundai,Hyundai Accent Era 1.4 Team,2010,209000,Benzin,Manuel,587000
Chevrolet,Chevrolet Aveo 1.4 SX,2007,319999,Benzin,Manuel,329000
Audi,Audi A3 Cabrio 1.4 TFSI Ambiente,2015,219000,Benzin,Manuel,1869000
Hyundai,Hyundai Accent Blue 1.4 CVVT Mode Plus,2013,230500,Benzin,Manuel,739000
Renault,Renault Megane 1.5 Blue DCI Icon,2020,153000,Dizel,Manuel,1390000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Comfortline,2018,200000,Dizel,Manuel,1600000
Volkswagen,Volkswagen Passat 1.4 TSi BlueMotion Trendline,2017,95000,Benzin,Manuel,1675000
Hyundai,Hyundai Getz 1.5 CRDi VGT Start,2009,270000,Dizel,Manuel,419000
Fiat,Fiat Egea 1.3 Multijet Urban,2016,249000,Dizel,Manuel,679850
Volkswagen,Volkswagen Passat 1.4 TSi BlueMotion Comfortline,2016,178000,Benzin,Manuel,1495000
Toyota,Toyota Corolla 1.6 XEi,1997,387000,Benzin,Manuel,328000
Mercedes,Mercedes - Benz C 180 Exclusive,2014,176000,Benzin,Manuel,2180000
Peugeot,Peugeot 508 1.5 BlueHDI Allure,2022,129000,Dizel,Manuel,1675000
Renault,Renault Megane 1.5 dCi Privilege,2007,320000,Dizel,Manuel,360000
Renault,Renault Clio 1.6 RTE,1999,385000,Benzin,Manuel,310000
Opel,Opel Corsa 1.4 Twinport Enjoy,2011,137000,Benzin,Manuel,610000
Mercedes,Mercedes - Benz A 200 BlueEfficiency AMG,2012,301000,Benzin,Manuel,1119000
Toyota,Toyota Corolla 1.33 Life,2014,99000,Dizel,Manuel,985000
Fiat,Fiat Albea 1.3 Multijet Active,2006,283000,Dizel,Manuel,314000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Impression,2018,250000,Dizel,Manuel,1475000
Hyundai,Hyundai Accent 1.5 CRDi Admire,2005,230097,Dizel,Manuel,335500
Renault,Renault Fluence 1.5 dCi Touch Plus,2014,272500,Dizel,Manuel,738000
Ford,Ford Fiesta 1.4 My,2011,110000,Benzin,Manuel,875000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2022,84000,Dizel,Manuel,1928000
Audi,Audi A3 Sportback 1.6 TDI Attraction,2015,212000,Dizel,Manuel,865000
Hyundai,Hyundai i20 1.4 CVVT Jump,2013,142000,Benzin,Manuel,795000
Hyundai,Hyundai i20 1.4 MPI Style,2021,82000,Benzin,Manuel,1139000
Opel,Opel Corsa 1.3 CDTI Enjoy 111,2011,394000,Dizel,Manuel,349000
Mercedes,Mercedes - Benz C 200 D Comfort,2016,117000,Dizel,Manuel,2325000
Fiat,Fiat Albea 1.2 EL,2004,169000,Benzin,Manuel,347500
Fiat,Fiat Egea 1.4 Fire Lounge Plus,2020,154000,Benzin,Manuel,750000
Hyundai,Hyundai Getz 1.5 VGT HY KLM,2011,335000,Dizel,Manuel,425000
Ford,Ford Focus 1.5 EcoBlue Titanium X,2025,8500,Dizel,Manuel,1990000
Audi,Audi A3 Sportback 1.6 TDI Ambiente,2014,190000,Dizel,Manuel,1150000
Mercedes,Mercedes - Benz C 180 Fascination,2014,167000,Benzin,Manuel,2050000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2021,154000,Dizel,Manuel,1745000
Volkswagen,Volkswagen Passat Variant 1.5 TSI Business,2023,89177,Dizel,Manuel,1840000
Renault,Renault Megane 1.5 dCi Touch,2017,224000,Dizel,Manuel,1025000
Ford,Ford Fiesta 1.1 Style,2022,75000,Benzin,Manuel,923000
Skoda,Skoda Octavia 1.6 TDI Optimal,2014,260000,Dizel,Manuel,855000
Volkswagen,Volkswagen Polo 1.0 TSi Life,2022,53000,Benzin,Manuel,1375000
Jaguar,Jaguar X-Type 2.5 Executive,2003,215000,Benzin,Manuel,690000
Mini,Mini Cooper SE,2020,128000,Benzin,Manuel,1290000
Renault,Renault Megane 1.5 Blue DCI Touch,2020,125000,Dizel,Manuel,1350000
Toyota,Toyota Corolla 1.4 D-4D Elegant,2012,148000,Dizel,Manuel,930000000
Audi,Audi A4 Sedan 2.0 TDI,2012,278000,Dizel,Manuel,1080000
Audi,Audi A3 Sportback 1.6 TDI Dynamic,2016,68000,Dizel,Manuel,1495000
Volkswagen,Volkswagen Passat 1.5 TSi Business,2022,151000,Dizel,Manuel,2090000
Seat,Seat Toledo 1.6 Reference,2006,295000,Benzin,Manuel,340000
Opel,Opel Corsa 1.2 T Ultimate,2025,13038,Benzin,Manuel,1535000
Fiat,Fiat Egea 1.3 Multijet Easy,2023,115600,Dizel,Manuel,895000
Citroen,Citroen C3 1.2 PureTech Feel Bold,2024,43650,Benzin,Manuel,895000
Skoda,Skoda Scala 1.6 TDI Premium,2020,170000,Dizel,Manuel,1190000
Opel,Opel Corsa 1.4 Essentia,2015,32000,Benzin,Manuel,955000
Honda,Honda Civic 1.6i VTEC Elegance,2011,141500,Benzin,Manuel,975000
Ford,Ford Focus 1.6 Ti-VCT Trend X,2013,71000,Benzin,Manuel,975000
Mercedes,Mercedes - Benz E 250 CDI Premium,2015,315000,Benzin,Manuel,1825000
Hyundai,Hyundai i30 1.6 CRDi Elite,2013,180000,Dizel,Manuel,1069000
Opel,Opel Astra 1.6 Comfort,2004,242000,Benzin,Manuel,375000
Volkswagen,Volkswagen Golf 1.6 TDi BlueMotion Comfortline,2016,275000,Dizel,Manuel,1015000
Hyundai,Hyundai i20 1.4 CVVT Team,2012,185000,Benzin,Manuel,765000
Opel,Opel Astra 1.3 CDTI Cosmo,2012,210000,Dizel,Manuel,719750
Volkswagen,Volkswagen Passat 1.4 TSi BlueMotion Comfortline,2016,99000,Benzin,Manuel,1730000
Volkswagen,Volkswagen Passat 1.6 TDi BlueMotion Exclusive,2014,223000,Dizel,Manuel,1228750
Peugeot,Peugeot 208 1.2 PureTech Allure Selection,2021,117000,Benzin,Manuel,1145000
Renault,Renault R 19 1.6 Europa iE,1998,256000,Benzin,Manuel,185000
Ford,Ford Fiesta 1.0 GTDi Titanium,2014,133000,Dizel,Manuel,829000
Opel,Opel Astra 1.3 CDTI ecoFLEX Enjoy Plus,2011,211000,Dizel,Manuel,685000
Audi,Audi A3 Sportback 30 TFSI Dynamic,2019,60000,Benzin,Manuel,1700000
Renault,Renault Clio 1.5 dCi Joy,2017,199000,Dizel,Manuel,689000
Skoda,Skoda Scala 1.0 TSI Elite,2024,15000,Benzin,Manuel,1599900
